Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,Cost vs Performance a Plus,01-Apr-18,Yes,"Probably the best phone I've purchased in a long time. Would definitely recommend to someone looking for an upgrade, especially if they don't want to pay more for similar performance on something like, say, the iPhone X. I almost bought an iPhone, and after looking at them both I decided to go with the S9 and I am glad I did. The display is pretty awesome, nice colors, and the storage capacity is great, as well as the added benefit of adding an sd card for extra memory. The speed of the phone is high, even if you have a lot of apps open, probably due to the 4 gb ram. Superb performance overall. Impressed me for sure.",4
,,,,,
5,Amazed at all the added features,25-Apr-18,Yes,Upgraded from galaxy S3 I bought new in 2012.  So you know I'm feeling it.  Amazed at all the added features.  I'm still learning the features,1
,,,,,
2,Samsung bloatware ruins everything,09-Jun-18,Yes,"The Samsung bloatware is outrageous and there is no way to remove it. You can disable most of it but it then still nags you to use it. I already bought the phone, why must I use your awful apps? None are any better than the stock android versions of the exact same thing. This phone would be 5 stars if it came with stock android.",5
,,,,,
4,"Very nice, you get everything you want.",31-Mar-18,Yes,"Very nice, you get everything you want..1. Headphone jack.2. USB C output.3. 10W Fast wireless charging.4. AR Emoji.5. New awesome fast camera..6. Dual screen.7.Water resistant",4
,,,,,
5,"I love it, I have just a few days with ...",17-Apr-18,Yes,"I love it, I have just a few days with it, but it's very fast, and the photos have a really high quality",1
,,,,,
5,This phone is everything they say and more.,10-Apr-18,Yes,This phone is everything they say and more. Still learning all of it but not a hint of a problem,0
,,,,,
5,beautiful pictures. Occasionally I trigger the edges when I ...,24-Apr-18,Yes,"Fast, packed with customization, beautiful pictures. Occasionally I trigger the edges when I use it in landscape mode but that's not too big of a deal. I wish it was less of a headache to disable bixby. Even though I have an app that controls bixby, I still see bixby being triggered slightly before the new intended shortcut is triggered. If you're going to use a work profile on here, be warned that depending on your place of work you will not be able to use custom keyboards (understandably so). It's just a bit confusing when my s7 allowed the use of custom keyboards and the s9+ will not (both phones were used for the same job, don't know why the standards are different). Great phone, I'm glad I bought it and am having a better experience with it than the phones I've owned previously (Galaxy Note 4, Galaxy s7, Nexus 7, Pixel XL, Moto X).",1
,,,,,
5,Five Stars,28-Mar-18,Yes,"my wife loved your new cell phone, the photos are perfect and it's super fast",1
,,,,,
4,Four Stars,30-Apr-18,Yes,"Awesome phone. I love it. However I received the wrong color. Double checked and i did order coral blue, but recieved the purple color.",1
,,,,,
5,screen is amazing..,20-Apr-18,Yes,"Wow, what a phone! Everything is instant: web pages, apps, taking pix. Battery lasts a long time, screen is amazing... just click ""Buy"", you'll be so glad you did.",0
,,,,,
5,"Love it, but....",20-Jun-18,Yes,Y'all should have but bubble wrap around it because the box that it came in was a little to big. BUT BESIDES THAT THIS IS THE CHEAPEST WAY YOU CAN BUY THE PHONE. NEW .....DONT BUY IT REFERBIUSHED ITS A WASTE OF MONEY.,0
,,,,,
5,Great phone,28-Apr-18,Yes,"Great phone, great price.",0
,,,,,
5,Five Stars,21-Jun-18,Yes,I love this phone :) just great.,0
,,,,,
5,Five Stars,08-Apr-18,Yes,I Love this phone.,0
,,,,,
4,The finger print access is a great addition if only it worked all the time,21-Apr-18,Yes,"The finger print access is a great addition if only it worked all the time. I had expected more, it doesn't feel like an upgrade.",0
,,,,,
5,love it,27-Apr-18,Yes,love it,0
,,,,,
1,I RECEIVED THE WRONG MODEL,01-Jul-18,Yes,I just received my phone and I ordered an unlocked one that should be the G965U1 model but I received a G965F/DS model and I'm so frustrated about it!! It doesn't work with Verizon Network and the charger doesn't fit in US power plugin!!,4
,,,,,
1,False advertising.,02-Jul-18,Yes,"I did not receive the model advertised and was not able to use the product. Poor advertising, sent for a refund and will update with the result.",4
,,,,,
2,Eh,13-Jun-18,Yes,Okay... doesn't live up to the hype.,0
,,,,,
5,Five Stars,04-Apr-18,Yes,The best phone on the planet!!!,0
,,,,,
2,Received phone with damage,11-May-18,Yes,"I received my phone with no manual, box was opened, unseal, no charger, no earphone, no sim/sdcar slot opener, no cover. It was wrapped with a baby small blanket. Also the phone shows signal of being used already.",3
,,,,,
5,Camera is doing unbelivable,10-Apr-18,Yes,Sexiest phone ever,1
,,,,,
5,Best phone,05-Apr-18,Yes,What a machine!!! Best phone ever,0
,,,,,
5,Five Stars,09-Apr-18,Yes,very good!,0
,,,,,
2,Crashes often.  I'm not an idiot.. but it makes me feel like an idiot.,19-May-18,Yes,"I'm not an idiot... but this phone makes me feel like an idiot.  I purchased the phone via Amazon for my Verizon service 2 months ago.  It started having problems (randomly resetting etc).  I booted in SAFE mode and even attempted to do a factory reset.  The phone is in an endless boot cycle.  I've found that getting it serviced is a challenge.  Verizon couldn't help me, Calling Samsung directly couldn't help me.... they've told me to contact Amazon directly which I'm about to do...It's pretty obvious that the market couldn't sustain quality issues like this, so I think I got a lemon.",2
,,,,,
5,Five Stars,07-Apr-18,Yes,"Wonderful, elegant, fast, the colors in the screen are amazing",0
,,,,,
5,Five Stars,27-Apr-18,Yes,"Loved my new phone. It arrived as expected, no delay and works perfectly. And it's so beautiful! Recommended!",0
,,,,,
5,Five Stars,27-Apr-18,Yes,I love the item and it made it on time,0
,,,,,
4,"... for two weeks and really find it a really fine phone, I only gave it 4 stars due ...",11-Apr-18,Yes,"Had it for two weeks and really find it a really fine phone,.I only gave it 4 stars due to the fact that I sometimes notice dead spots on the touch screen, and i find myself having tap more in some areas than in others..It's not predictable, and seems to come and go , and is definitely not a deal breaker..Overall, I'm very impressed with this phone, and have no regrets buying it.",2
,,,,,
5,I really like this,05-Apr-18,Yes,Nothing to complain about.  Transferred my sim card updated and started using.  I really like this phone,0
,,,,,
5,Five Stars,01-Apr-18,Yes,Love it,0
,,,,,
5,Five Stars,27-Apr-18,Yes,Ok,0
,,,,,
5,Love it,04-Apr-18,Yes,Everything works great,0
,,,,,
4,Slick Performance &amp; Exterior,29-Mar-18,Yes,"I'm upgrading from a bricked Nexus 5X so the performance and feel of this phone is leaps and bounds beyond what I'm used to.  I've been using Google phones for a number of years so I was concerned about Samsung wrecking the UI.  But after disabling Bixby and its button, it's pretty much back to working like vanilla Android as far as I'm concerned...I like the ""infinity screen"" for the fact that it increases screen size without greatly increasing the size of the phone.  My 5X is only a bit smaller than the S9+!..My biggest complaint, and the reason I'm giving 4/5 stars is for the exterior feel of this phone - it's very very slippery!  The 5X has a rubberized coating that makes it easy to pick up and hold and also not slide off of surfaces, I greatly miss that.  For example when I navigate while driving I put the phone on my right knee.  This new phone immediately slides right off.  I'm definitely going to get some kind of case or grippy skin for it...I am using this phone on a Red Pocket plan with Verizon service.",3
,,,,,
4,Compared to my last phone it's a dream come true,20-Mar-18,Yes,"Like the title says... I was using an iPhone 5c which was incredibly slow thanks to apple purposefully making it damn near impossible to use after the last and final update they sent me about a year ago.  I'll break down what I like and do not like about this phone though:.Pros - slim, shiny, beautiful screen, fast response times from everything to opening the phone to the apps I use as well as the internet.  If has built in facial and iris recognition and allows you have the alternative option of putting a code or password into the phone to open it.  (Honestly I highly recommend choosing a backup option to unlock the phone because although the facial and iris recognition is great, it's not flawless especially if you're wearing a costume, heavy makeup, etc.) The sound is great and the quality of the photos is amazing compared to what I had before...Cons: the phone is much heavier than what I am used to or what I had expected.  The camera, although great when you're far away, has absolutely awful quality (much worse than my old iPhone) when you zoom in.  The price for the phone was about average.  I found this to be a better deal than the Google XL 2, or the iPhone X which in my opinion were both overpriced, however I still think 760 with taxes is a little much for a phone, especially one that didn't introduce anything new to the market that wasn't already out there and available with other products and companies.  Lastly, if you are an iOS user and are considering switching to android like I did, heed my warning, because I can't put this in larger letters if I tried: DO NOT FORGET TO DEACTIVATE YOUR IMESSAGES.  if you do not deactivate them, you will NOT be able to receive imessages (texts) from ANY iPhone or iPad user.  I ran into a huge issue with this and even though I was incredibly careful, I STILL had to visit the apple webpage to manually deactivate my apple account in order to fix the issue...All in all, I am very happy with my purchase...P.S.: note that if you are changing from iOS to android, you may also run into a problem transferring apps and logging back into any cross phone / platform games that you were playing.  I had to find work around and contact account recovery due to apple using game center vs. Android using Google and Facebook.  I highly suggest you link any games you can't live without to Facebook or gmail prior to switching devices or you will find yourself switching back and forth between devices several times to resolve the issue.",13
,,,,,
5,Five Stars,24-Mar-18,Yes,Brilliant device. I absolutely love it.,0
,,,,,
1,Your developers should listen to the community,19-Apr-18,Yes,"This phone would have 5 stars if it weren't for Oreo killing valuable features. Samaung's community has been clamoring for them to bring back individual text notifications and to free up the useless Bixby button, but Samsung developers won't listen. Apparently they know what their customers want better than their customers do...",21
,,,,,
5,Five Stars,16-Apr-18,Yes,Worth every single penny,0
,,,,,
5,i love it so far,28-Mar-18,Yes,The phone came in perfectly  no issues at all  i had the s8 and s8 plus and this is a big change in performance it runs so well for a galaxy phone,3
,,,,,
4,Four Stars,05-May-18,Yes,LOVE IT!!!,0
,,,,,
3,Very disappointed with that so do your research and find out ...,01-May-18,Yes,"The phone is was it says, But if you just throw a SI card in the additional benefits that comes with purchasing from a provider does not work, for example with AT@T I do not get 4 LGT speeds as the phone was just an unlocked version.  Very disappointed with that so do your research and find out what Samsung says it will do vs. what it will really do if not purchased from your provider.",2
,,,,,
3,Don't buy if you have a Blue Tiger headset drivers,18-Apr-18,Yes,Has a Bluetooth connection issue with blue tiger headsets that Samsung is aware of but has yet to correct,2
,,,,,
5,Well iPhone was better than Samsung after changing management they lost their quality,18-Apr-18,Yes,I was using Samsung so long ago then switch to iPhone. Well iPhone was better than Samsung after changing management they lost their quality. Samsung one of the best now in the market you can go ahead and buy one I think their design improved well and there is hopefully no battery faults.,5
,,,,,
5,Five Stars,22-Mar-18,Yes,Fantastic,2
,,,,,
1,Not for prime time yet! Needs improvement for accessability badly!,18-Jun-18,Yes,"I received this phone and out of the box, I felt it would be a hard phone to keep a hold of if your hands are damp. I also had some issues within the on screen keyboard. I did like the fact that you could tel the phone to play a notification tone while on a call. I also like the fact you could turn off the call connected/disconnected tones...The phone also has some other things I just can't live with. The phone would play a notification tone whenever I would connect an Bluetooth keyboard and or a hard wired keyboard to it. I couldn't find a way to turn that off. I contacted Samsung and they told me that is just the way the phone works and there wasn't a way to turn that off. US customer service from Samsung in my thoughts is lacking at best...I also got the Notification tones when I turned on/off the Voice Assistant for blind people to use the phone. Thhen on top of that, when using the voice assistant, I couldn't get the caller ID to repete it would only say it once and that was it. I tried quite a few caller ID programs and none of them worked when using a Bluetooth headset to get the caller ID to speak every 5 seconds or so. Without a headset connected by Bluetooth, they worked...The finger commands for there voice assistant for the most part don't work while on a call. Example: if I'm not on a call with voice assistant running, I could triple tap with two fingers and get status information like for time, network, WiFi etc... While on a call it says nothing. Same way with a lot of the other commands they don't work...To me for a blind person, I would stay away from this phone as the way it currently is.",6
,,,,,
3,Not a gift from heaven,27-Apr-18,Yes,"Phone arrived on time a and in good condition.It might be somewhat louder than the 8plus, but not much. The phone itself appears to simply be an s7 with two speakers. The glowing reviews of the camera might be accurate but my purchase wasn't guided by taking selfies. The camera is secondary to me. An overall great phone but doesn't live up to the hype.",4
,,,,,
3,NO VIDEO CALLING FEATURE ON THE PHONE!!!!!!!! NO WAY TO ENABLE,21-May-18,Yes,Everything is okay except for the fact that my video calling feature is completely missing. Called Samsung to fix and they said it was a phone company issue. Called my phone company and they said its a samsung issue. Completely frustrating !!,1
,,,,,
1,Was shipped International Model be careful!,31-May-18,Yes,"I was excited to convert from iPhone to Android, unfortunately I was shipped an international model of Samsung Galaxy S9+ and could not activate it or use it so was forced to return it.",6
,,,,,
4,Four Stars,02-Apr-18,Yes,Everything about samsung Galaxy s9 is awesome except my volume controls were not functioning sorry 4 stars,1
,,,,,
1,Doesn't work with Verizon,03-Jun-18,Yes,"Not only did I receive a European model instead of a US model, but this phone did not have CDMA capability to work with Verizon (despite what the review questions/answers state). The phone does work with AT&amp;T; which I ended up having to switch to to get it working.",6
,,,,,
1,The phone does not have any certification IP68,01-Jun-18,Yes,I bought a samsung galaxy s9+. At the second month in the phone appear a message about moisture inside even I did not put inside the water. It does not permit me to charge the phone by cable. How it is possible if the phone supouse has a IP68 certification. And when I try to make the refund there are a lot of inconvenients because I live in other country.,5
,,,,,
5,The phone is awesome. Highly recommend it,28-Mar-18,Yes,The phone is awesome. Highly recommend it...The phone arrived without any damages...The delivery was couple of days late though...the box had all the general accessories that you get with the box,1
,,,,,
5,Awesome phone,27-Jun-18,Yes,"Great phone, brand new out of the box",0
,,,,,
5,Excellent seller.,30-Apr-18,Yes,Just as expected. Thank you.,0
,,,,,
3,Otherwise it's a great phone,26-Jun-18,Yes,This is my 1st android phone I've only had iphones in the past. The change is very difficult.,0
,,,,,
5,Five Stars,29-Jun-18,Yes,Good,0
,,,,,
3,Three Stars,25-Apr-18,Yes,"The smartphone is amazing, but the charger died in the second day that I used it.",1
,,,,,
5,Five Stars,31-Mar-18,Yes,This is a great device!,0
,,,,,
5,This is an amazing phone. You get a lot when comparing to ...,05-Apr-18,Yes,This is an amazing phone. You get a lot when comparing to prices from apple and this is just amazing.,0
,,,,,
5,Great phone. Very quick to respond,25-Mar-18,Yes,"Great phone.  Very quick to respond. We made the switch from iPhone to this, and I'm so glad we did. I'm glad adding to the storage is no issue. I got so tired of having to delete things off my iPhone so it could work.",6
,,,,,
3,NOT FOR VERIZON,28-Mar-18,Yes,The Galaxy S9 is an amazing phone.... BUT.... the unlocked version on Amazon is NOT compatible with Verizon. I took it to three different stores to make sure it was the phone and not Verizon.,19
,,,,,
5,Very nice evolution of the S8,16-Mar-18,No,"On the fence here whether I think it should get 4 stars or 5 - probably 4.6 or thereabouts, if we're counting. I purchased mine direct from Samsung, it arrived on March 14th as promised. I'm upgrading from an S8, and have previously owned an S7 and Note 5. This is the best of the bunch, for certain, and there is little or no learning curve going from one to the other. They took a really good smartphone (S8), and just made it better in many ways (and, in my opinion, worse in a couple, but more on that later). Dimensions - it's extremely similar to the S8, the only noticeable difference is the overall length is a touch shorter - compensated for by having less black margin around the screen edges.Visually, the screen is fantastic. The touch responsiveness is fantastic, and the performance is snappy. The fingerprint scanner is in a far better position than on the S8...Things I don't like as much - the iris scanning/facial recognition. I preferred the system in the S8 for sure. The avatars of yourself you can make from a selfie are, well, just downright creepy.",24
,,,,,
5,Five Stars,06-Apr-18,Yes,Awesome phone,0
,,,,,
1,"Good phone, just scrached before I got it.",12-Jun-18,Yes,"I love the phone, but it had a Nick in the finger print scanner straight out of the box. The past 3 phones I've had have been from Samsung and I've never had this problem. I would give it 5 stars but, I can't pay this much for a phone and expect a scratch here or paint missing there.",2
,,,,,
5,Incredible,26-Mar-18,Yes,"This phone is amazing. Don't even think about it, get it...The only thing to envy from Iphone is the dynamic software navegation...Otherwise must be the best phone on the market nowadays.",3
,,,,,
5,Five Stars,30-Apr-18,Yes,I love this phone!,0
,,,,,
5,Five Stars,30-Apr-18,Yes,Everything ok,0
,,,,,
1,Dont buy from Samsung directly.,26-May-18,No,"I bought the S9 directly from Samsung.com, and wow was that a huge mistake. I got the phone, switched over my service with Verizon and sent the old phone off for credit. The next day I noticed the S9 had some minor physical damage from shipping. I was going to let it slide but thought, nah, I just bought this thing, its on them to fix it...Samsung refuses to do anything but a refund for sending back the phone. I cant be without a phone, my business depends on me talking to clients. I asked them to send me a new one and ill return the defective one once i switch my service over. They refuse... I'm blown away. Had I bought the phone from Amazon, Best Buy or, hell, even Verizon, they would have given me that option. I tried talking to managers, I tried using chat, email, nothing works...The phone itself inst bad, but Samsung customer service is disgusting. This is coming from a guy who has their 75"" QLED TV, Family Hub Smart Fridge, touchscreen washer and dryer, and literally everything else Samsung offers...You lost a customer for life, and i loved you guys. What a sad way to go.",18
,,,,,
5,The touch sensor is lightning fast compared to the s7 and the iris/face scanner is bad either. The one biggest complaint I have is ...,18-Mar-18,No,I upgraded from my galaxy s7 and the s9 is a very refreshing experience so far. Very fast and responsive. I was hesitant at first because it doesn't have a home button but I have completely forgot about it already. The touch sensor is lightning fast compared to the s7 and the iris/face scanner is bad either. The one biggest complaint I have is the bixby button which they don't let you remap.,12
,,,,,
2,I loved my Galaxy s5,25-Apr-18,Yes,"In Mobile Networks, under APN, it says Tracfone reseller!  For this price, I did not want a reburbished phone. Not only thiat, but the MMS messages do not come through and I can't for the life of me,  find out how to write a message...I'm sure that's something I've overlooked though...All in all, I loved my Galaxy s5.  If I could find a way of charging the battery, I'd continue using it, but the prongs are all screwed up...Don't get me wrong, I guess this is a beautiful phone and all for techies, but It doesn't do what my old phone did. I wish I could find a NEW galaxy s5. but i'm sure they're all refurbished too.  I'm just really disappointed. A lot of the features just don'[t work on my phone...Not worth almost a 1000. Going to return.",1
,,,,,
5,Five Stars,27-Mar-18,Yes,Excellent,1
,,,,,
2,"calls ring twice and then disconnect, can't hear the ...",14-May-18,Yes,"calls ring twice and then disconnect, can't hear the caller unless I put the phone on speaker phone.  my text messages go to my old IPhone. talk about an expensive mess!",0
,,,,,
5,I buy this for my wife she love it thank you guys for keeping that good job,22-Mar-18,Yes,I buy this for my wife  she love it  thank you guys for keeping that good job,2
,,,,,
5,Oof,20-Mar-18,Yes,"Love it so far, earphones are the biggest downside to it, that look pathetically made and sound bad but overall the phone itself is a beauty",4
,,,,,
1,The phone is great and I upgraded from my Galaxy S6 Plus,10-May-18,Yes,The phone is great and I upgraded from my Galaxy S6 Plus. The only problem is the volume for notifications ( text messages etc.) Is terrible. If my phone is in my pocket I can't hear it. There are a lot of complaints about this online. I wouldn't purchase this until Samsung fixes this problem. I've only rated this 1 star to make sure it's noticed.,10
,,,,,
1,Not unlocked,28-May-18,Yes,It's not even fully unlocked because I can't have Verizon as my carrier. I'm lowkey mad. Refund time!,4
,,,,,
5,Five Stars,24-Mar-18,Yes,Love it,1
,,,,,
1,One Star,26-Jun-18,Yes,Have had to replace it three times now,0
,,,,,
5,"IT'S WORKING NOW, GIVE IT A 5",30-Apr-18,Yes,1 star. I purchased the S9+ on March 18th. The return window closed on April 17th. I am trying to get help for it but they can't be heard on my phone. The phone was dropping calls and if I made a call out they can't hear me. Plus the mute will not 'unmute'. I had no problems till last week. Past the return date. I paid too much for a phone that does not work. On the internet I searched and millions of others are having the same issues. Read that a fix is promised. But when???????,16
,,,,,
5,Five Stars,29-Apr-18,Yes,good,0
,,,,,
5,Five Stars,03-Apr-18,Yes,I like tis,0
,,,,,
1,"Terrible, poorly designed phone",30-Apr-18,Yes,"I wound up returning this phone. I HATED it. In no way did it justify it's cost. The Huawei Mate SE is much, much better. Granted, the screen quality isn't quite as good, nor is the camera. However, the software is better thought out and implemented and, as such, much more user oriented and modifiable. I used the S9+ for about a week and went back to the Mate SE. I was much, much happier until (lo and behold) I received an S9+ as a gift. Now I use the S9+ just so I won't hurt someone's feelings. Karma better remember this..BTW, who was the idiot that placed the fingerprint sensor right underneath the camera lenses? You always wind up smudging them when you scan your print..The S9+ is one poorly designed phone..UPDATE : The hell with karma. I went back to the Huawei Mate SE. I can be nice for only so long.",12
,,,,,
5,Iphone x Has Nothing on This,14-Apr-18,No,"I had an iphone X but I sold it for this. The iphone x was a huge disappointment. I used to buy nothing but apple products, but I realized how far behind apple is. This phone has a much larger display and higher quality than the x. Plus there is no annoying top notch at the top. The camera is better, I took pictures on both phones and the samsung was the only phone to pick up the fine print from a picture on my wall standing 12 ft away. The iphone x was blurry and the print wasn't legible. This phone has an incredible aperture to take crisp pictures even in low light. I don't believe its oversaturated, it all depends on what area of the screen you tap on and the phone will adjust the colors accordingly. Overall this phone probably has one of the best cameras on the market...The specs are good, you'll be able to multitask without any issues...The battery life is about average for me, it's not as much as I would like but it's not terrible either. I use my phone a lot for business, emails, video etc.. it gets me through the majority of my working hours around 7 hours of on screen time...Coming from an iphone user this is much better!",4
,,,,,
1,Do not buy if using T-Mobile,18-Jun-18,No,"Do NOT buy an S9 if you use T-Mo and plan to go overseas. Samsung has a very bad pop-up message that wants you to switch out of roaming, but you need to be in roaming when traveling with T-Mo. The pop-up can't be disabled and opens about 50 times a day. This has been a known issue since November 2017 and Samsung hasn't done anything about it.",5
,,,,,
5,Now Galaxy S9+ is truly the flagship smartphone that has it all done properly,09-May-18,No,"iPhone user and totally converted after trying S9+. Bought EU model with Equinios processor, 256 GB internal memory and 400 GB SD card. I need it for shooting video and 656 GB of available memory I have finally no problem..Camera is to die for, love colors and depth, comparable to iPhone X, so iPhone lost its prevous advantage..Display is the best currently available on any smartphone. Samsung definitely leads the game here..Sounds is stereo with Dolby, what makes it way more pleasant than iPhoneX currently..In terms of speed, it is maybe because of software, I do not play games, but for everything else I feel that Galaxy S9+ is faster than iPhone. 6 GB RAM makes lot of sense, as well..It really feels like fast computer and going back to anything slower is painful..Fast charging and wireless fast charging are added bonuses, it takes few short hours and works perfect..At current price for global market models (2 SIM cards, faster processor, 256 GB memory) and I paid 930 $, it is way better proposition than iPhone X. It is much cheaper to pay 100% for the phone and pick some smarter plan than to buy on monthly plan. Do the math..Bottom line, as convert from Apple, I may witness that Galaxy is truly an achievement, design, quality, functionality and reliability. It is all there now.",2
,,,,,
1,"Deficient in features ""BEWARE""......",25-May-18,Yes,"Beware, this unlocked phone does not have advanced calling or video calling capability.  Went from a S7 to this S9 &amp; went backwards in features.  The seller info should declare these deficiencies in their sales pitch.",8
,,,,,
1,but ill send it back its no good.,22-Apr-18,Yes,"I bought this phone in March and it eas delivered on March 20, and today the camera stoped working; dont know what went wrong, but ill send it back its no good.",8
,,,,,
4,Good phone,21-Mar-18,Yes,Had problems activating it through Verizon but finally got it.  Great camera.  Pretty much the same as a  S8 with a few cool upgrades.,5
,,,,,
5,is still 'acting' like the same phone 6-months or a year from now ...,10-May-18,No,"I am thrilled so far...I have had this phone for only a week, so time will tell what longevity will hold for me...I can honestly say that if the phone I own now, is still 'acting' like the same phone 6-months or a year from now (in regards to not developing glitches/issues), that it will be the best phone I have ever owned...I have never and will never own an Iphone, and I have never been a samsung anything guy in the past either. I have never liked samsung electronics (always found them 'cheaper' than competitor products). My first samsung phone 20 years ago (flip phone) was complete rubbish. My Son's Galaxy 5 (or 6?) was a nightmare. THIS PHONE however, has won me over...- Reception - best..- App speed - best..- Battery - very good..- Glitchiness - none..- Voice quality - very good..- Visuals - outstanding...The ONLY thing NOT superior on this phone vs my last is sound. I have had HTC flagship phones in  the past couple of years and they are way ahead of their time with speaker/voice/sound quality. The bar was set very high with the HTC and I never expected the Galaxy to match it, nevermind beat it, BUT the Galaxy makes a valiant effort. I will miss that sound with my old phone, but if that is the only thing I have to sacrifice for an otherwise far superior phone, I can live with that...Only other concern I have is that the responsiveness to the screen, with or without a screen protector sometimes has me thinking it is not capturing my finger taps and swipes, but it is very minor (for now). I have read reviews where this has become a major issue for some so i will need to keep an eye out for that...I will post back after some time of using this phone to inform if it is still holding up to this gleaming review...I am on T-mobile with this phone as a point of reference...Lastly, I really wanted to buy an unbranded phone here from Amazon, but I had to buy from T-mobile because I have read that you cannot utilize the wifi calling feature with unbranded phones. While this is not a HUGE deal for me, it is a feature that while I don't use often, it would be a nice feature to have if I need it. That said, my biggest reason for wanting to buy an unbranded phone is to avoid bloatware, but honestly, this phone isn't too bad in that respect. Not that i have noticed thus far anyway.",1
,,,,,
4,Nice phone/camera but it is a super slippery fragile fingerprint ...,18-Apr-18,No,"Nice phone/camera but it is a super slippery fragile fingerprint magnet.  Case was late from Amazon, slipped out of my pocket18 inches off ground and the screen cracked.  Weak.  I like my Note 4 better.  Bit of buyer's remorse for me.",4
,,,,,
5,Almost flawless,06-Jun-18,No,"First let me say that most of the negative reviews I have read about this phone are from people complaining about samsung bloatware, too many notifications, or bixby. The people who are complaining about this dont know how to use the phone. First of all you can disable a lot of bloatware apps and for the ones that you cannot disable, you are able to hide those apps. For notifications, you can disable notifications for any apps that you choose. As for bixby, you can disable the bixby button as well as turn off bixby home if you dont like it. I honestly forgot that bixby was on this phone...Now that I've gotten that out of the way, over all this phone is amazing and truly premium. Touchwiz is fluid and intuitive. The fingerprint sensor has been moved to an ideal location, the speakers sound really cool with Dolby atmos. It's TRUE surround sound especially when you watch a video in landscape mode, the sound is really cool. The intelligent scan has worked great for me but I dont use it that much. I've had this phone for about 2 months now and it's still extremely fast and snappy. The overall interface is beautiful...My only negatives about this phone are in regards to the camera because I wish it had a dual lens rear camera like the s9+. Not sure why samsung didnt make this phone with the dual lenses. The camera is still good, but this would have been cool to have. My other complaint is the camera interface is a little bit odd and takes some getting used to...Overall it's a truly premium phone. Best android experience you can get in my opinion. Samsung packs so many features into their phones and I love it. Some people complain about this but I love exploring these features.",2
,,,,,
5,Best Phone Available!!!,10-Jun-18,No,"This is a fantastic phone.  Awesome screen, and the camera is good enough that you don't need to purchase a separate camera to take pictures.  well thought out and very fast.  We purchased the 256GB version directly from samsung.  It also has a microSD card slot, so you can add another 400GB on top of the 256GB internal...The wireless charging is also great.  it works even when there is a leather case on the phone.  not sure how it works, but it's pretty cool.",2
,,,,,
4,A very powerful and advanced phone....but not perfect....,20-May-18,No,"This is a great phone with a lot of cool features and a top-notch camera, but I could do without Bixby and the overwhelming number of useless apps on it.  In addition, price-wise, it is not exponentially better (10X) than the BlackBerry Z10 that I switched over from and suffers from the following issues that take it down a notch:..-Google Play doesn't download the album art if you transfer music over from your computer. It's not the end of the world, but the Z10 wasn't missing any album covers in its library.  I downloaded a pay-for-play music player and pushed Google Play to the next page because I wanted whatever album art I could get.  Without it, I find it kind of bland..-I am astounded as to why e-mails, phone calls and texts are all in different places. The S9+ should have a hub ""stream"", similar to the Z10.  I found that I needed to download the BlackBerry Hub for Android feature because it provides the user with one stream of e-mails, phone calls and text messages.  BlackBerry Hub for Android is the best thing since sliced bread and it is available either free (without ads for 30 days and with ads after that), and 99 cents a month (without ads), thereafter. From the human factors perspective, this is something that Samsung should be offering, especially at its advanced rate of development..-When a calendar event opens, there's no option to ""snooze""..-Playing music with earbuds was a little disappointing. The BlackBerry Z10 had a built-in optional booster and the sound quality was much better with richer bass, even with a $10 pair of earbuds.  The S9+ DOES have very good speaker sound, though...I bought this phone because I thought it was time to upgrade to an Android-based device that could run more apps, especially from the proprietary BlackBerry O/S that is going or gone extinct.  The S9+ is a very nice phone, but it is a little lacking and not flawless.  I am one that will probably not use it to play Pokemon or for any gaming.  The core features I use it for are phone, e-mail, music and some Android apps.  It's nice having a phone that can do the latter, but it would also be nice to have the best of both worlds.",0
,,,,,
4,An S8 but better,04-Jul-18,No,"If you've already used or owned an S8, the S9 is going to be a very familiar device.  Same-fish design, same glorious Samoled display, same 18.5:9 aspect ratio, etc. Dont expect a drastic change from the S8 going to this phone...However, there are improvements such as a dual aperture camera, which isn't an apparent change at first until you dive into pro mode, a stereo speaker setup with the earpiece finally playing media when watching videos or playing games, and a better fingerprint sensor location. The bottom chin of the phone is also a bit smaller than it is on the S8 so there's a little asymmetricism going on when you rotate the phone sideways but hey, no dumb notch right? Samsung's skin is still drastically different from Google's vision of Android but serious work done with the s8 to improve performance is still present and I actually prefer the aesthetics of Samsung Experience, the new name of the software skin compared to stock vanilla android Oreo...Only downsides I can see are still average battery life and the general use of gorilla glass 5, which is more shatter resistant but quite a bit easier to scratch. There's two or three microscratches along the front glass though it's just the oleophobic coating and it's nowhere near the sensors, not to mention it's hard to see. That might just be me though as I'm rockin' the phone naked. Curved glass is also pretty much just for aesthetics and having an option to not have them or at least just have small curved edges would be more preferable but not a big issue for me...Either way, the S9 is a definite option to consider if you're planning to upgrade to a new phone anytime soon...EDIT: added more photos",1
,,,,,
